Date,Game,Boxscore Link
"Sunday, June 18, 2023",Detroit Tigers (8) @ Minnesota Twins (8),https://www.baseball-reference.com/teams/DET/2023.shtml
"Sunday, June 18, 2023",St. Louis Cardinals (3) @ New York Mets (3),https://www.baseball-reference.com/teams/STL/2023.shtml
"Sunday, June 18, 2023",Philadelphia Phillies (5) @ Oakland Athletics (5),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Sunday, June 18, 2023",Tampa Bay Rays (5) @ San Diego Padres (5),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Sunday, June 18, 2023",Chicago White Sox (5) @ Seattle Mariners (11),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Sunday, June 18, 2023",Toronto Blue Jays (11) @ Texas Rangers (4),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Sunday, June 18, 2023",Miami Marlins (5) @ Washington Nationals (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Monday, June 19, 2023",Texas Rangers (5) @ Chicago White Sox (5),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Monday, June 19, 2023",Colorado Rockies (5) @ Cincinnati Reds (6),https://www.baseball-reference.com/teams/COL/2023.shtml
"Monday, June 19, 2023",Kansas City Royals (6) @ Detroit Tigers (11),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Monday, June 19, 2023",New York Mets (11) @ Houston Astros (11),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Monday, June 19, 2023",Toronto Blue Jays (11) @ Miami Marlins (9),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Monday, June 19, 2023",Arizona D'Backs (9) @ Milwaukee Brewers (9),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Monday, June 19, 2023",Boston Red Sox (8) @ Minnesota Twins (8),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Monday, June 19, 2023",Chicago Cubs (7) @ Pittsburgh Pirates (7),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Monday, June 19, 2023",San Diego Padres (7) @ San Francisco Giants (8),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Monday, June 19, 2023",St. Louis Cardinals (2) @ Washington Nationals (2),https://www.baseball-reference.com/teams/STL/2023.shtml
"Tuesday, June 20, 2023",Los Angeles Dodgers (7) @ Los Angeles Angels (7),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Tuesday, June 20, 2023",Texas Rangers (7) @ Chicago White Sox (8),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Tuesday, June 20, 2023",Colorado Rockies (8) @ Cincinnati Reds (3),https://www.baseball-reference.com/teams/COL/2023.shtml
"Tuesday, June 20, 2023",Oakland Athletics (3) @ Cleveland Guardians (1),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Tuesday, June 20, 2023",Kansas City Royals (4) @ Detroit Tigers (4),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Tuesday, June 20, 2023",New York Mets (4) @ Houston Astros (2),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Tuesday, June 20, 2023",Toronto Blue Jays (7) @ Miami Marlins (7),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Tuesday, June 20, 2023",Arizona D'Backs (7) @ Milwaukee Brewers (10),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Tuesday, June 20, 2023",Boston Red Sox (3) @ Minnesota Twins (3),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Tuesday, June 20, 2023",Seattle Mariners (3) @ New York Yankees (4),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Tuesday, June 20, 2023",Atlanta Braves (4) @ Philadelphia Phillies (4),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Tuesday, June 20, 2023",Chicago Cubs (4) @ Pittsburgh Pirates (4),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Tuesday, June 20, 2023",San Diego Padres (4) @ San Francisco Giants (8),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Tuesday, June 20, 2023",Baltimore Orioles (9) @ Tampa Bay Rays (9),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Tuesday, June 20, 2023",St. Louis Cardinals (2) @ Washington Nationals (2),https://www.baseball-reference.com/teams/STL/2023.shtml
"Wednesday, June 21, 2023",Los Angeles Dodgers (6) @ Los Angeles Angels (6),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Wednesday, June 21, 2023",Texas Rangers (5) @ Chicago White Sox (5),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Wednesday, June 21, 2023",Colorado Rockies (5) @ Cincinnati Reds (7),https://www.baseball-reference.com/teams/COL/2023.shtml
"Wednesday, June 21, 2023",Oakland Athletics (7) @ Cleveland Guardians (9),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Wednesday, June 21, 2023",Kansas City Royals (9) @ Detroit Tigers (10),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Wednesday, June 21, 2023",New York Mets (10) @ Houston Astros (6),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Wednesday, June 21, 2023",Toronto Blue Jays (5) @ Miami Marlins (5),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Wednesday, June 21, 2023",Arizona D'Backs (5) @ Milwaukee Brewers (5),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Wednesday, June 21, 2023",Boston Red Sox (5) @ Minnesota Twins (4),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Wednesday, June 21, 2023",Seattle Mariners (4) @ New York Yankees (8),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Wednesday, June 21, 2023",Chicago Cubs (4) @ Pittsburgh Pirates (4),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Wednesday, June 21, 2023",San Diego Padres (4) @ San Francisco Giants (7),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Wednesday, June 21, 2023",Baltimore Orioles (7) @ Tampa Bay Rays (3),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Wednesday, June 21, 2023",St. Louis Cardinals (3) @ Washington Nationals (6),https://www.baseball-reference.com/teams/STL/2023.shtml
"Thursday, June 22, 2023",Oakland Athletics (6) @ Cleveland Guardians (6),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Thursday, June 22, 2023",Pittsburgh Pirates (6) @ Miami Marlins (6),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Thursday, June 22, 2023",Boston Red Sox (6) @ Minnesota Twins (10),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Thursday, June 22, 2023",Seattle Mariners (5) @ New York Yankees (5),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Thursday, June 22, 2023",Atlanta Braves (10) @ Philadelphia Phillies (10),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Thursday, June 22, 2023",San Diego Padres (6) @ San Francisco Giants (6),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Thursday, June 22, 2023",Kansas City Royals (5) @ Tampa Bay Rays (5),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Thursday, June 22, 2023",Arizona D'Backs (13) @ Washington Nationals (13),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Friday, June 23, 2023",Seattle Mariners (3) @ Baltimore Orioles (3),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Friday, June 23, 2023",Boston Red Sox (11) @ Chicago White Sox (11),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Friday, June 23, 2023",Atlanta Braves (11) @ Cincinnati Reds (7),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Friday, June 23, 2023",Milwaukee Brewers (7) @ Cleveland Guardians (7),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Friday, June 23, 2023",Los Angeles Angels (7) @ Colorado Rockies (4),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Friday, June 23, 2023",Minnesota Twins (3) @ Detroit Tigers (3),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Friday, June 23, 2023",Houston Astros (3) @ Los Angeles Dodgers (3),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Friday, June 23, 2023",Pittsburgh Pirates (4) @ Miami Marlins (4),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Friday, June 23, 2023",Texas Rangers (5) @ New York Yankees (5),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Friday, June 23, 2023",New York Mets (5) @ Philadelphia Phillies (13),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Friday, June 23, 2023",Washington Nationals (13) @ San Diego Padres (8),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Friday, June 23, 2023",Arizona D'Backs (8) @ San Francisco Giants (11),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Friday, June 23, 2023",Kansas City Royals (11) @ Tampa Bay Rays (5),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Friday, June 23, 2023",Oakland Athletics (6) @ Toronto Blue Jays (6),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Saturday, June 24, 2023",Seattle Mariners (6) @ Baltimore Orioles (5),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Saturday, June 24, 2023",Boston Red Sox (5) @ Chicago White Sox (7),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Saturday, June 24, 2023",Atlanta Braves (4) @ Cincinnati Reds (4),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Saturday, June 24, 2023",Milwaukee Brewers (4) @ Cleveland Guardians (25),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Saturday, June 24, 2023",Los Angeles Angels (3) @ Colorado Rockies (3),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Saturday, June 24, 2023",Minnesota Twins (3) @ Detroit Tigers (8),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Saturday, June 24, 2023",Houston Astros (8) @ Los Angeles Dodgers (4),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Saturday, June 24, 2023",Pittsburgh Pirates (4) @ Miami Marlins (1),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Saturday, June 24, 2023",Texas Rangers (1) @ New York Yankees (4),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Saturday, June 24, 2023",New York Mets (2) @ Philadelphia Phillies (2),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Saturday, June 24, 2023",Washington Nationals (7) @ San Diego Padres (7),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Saturday, June 24, 2023",Arizona D'Backs (7) @ San Francisco Giants (9),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Saturday, June 24, 2023",Chicago Cubs (9) @ St. Louis Cardinals (9),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Saturday, June 24, 2023",Kansas City Royals (7) @ Tampa Bay Rays (7),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Saturday, June 24, 2023",Oakland Athletics (7) @ Toronto Blue Jays (3),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Sunday, June 25, 2023",Seattle Mariners (3) @ Baltimore Orioles (4),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Sunday, June 25, 2023",Boston Red Sox (4) @ Chicago White Sox (7),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Sunday, June 25, 2023",Atlanta Braves (5) @ Cincinnati Reds (5),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Sunday, June 25, 2023",Milwaukee Brewers (4) @ Cleveland Guardians (4),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Sunday, June 25, 2023",Los Angeles Angels (4) @ Colorado Rockies (6),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Sunday, June 25, 2023",Minnesota Twins (6) @ Detroit Tigers (6),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Sunday, June 25, 2023",Houston Astros (2) @ Los Angeles Dodgers (2),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Sunday, June 25, 2023",Pittsburgh Pirates (2) @ Miami Marlins (5),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Sunday, June 25, 2023",Texas Rangers (5) @ New York Yankees (7),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Sunday, June 25, 2023",New York Mets (7) @ Philadelphia Phillies (8),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Sunday, June 25, 2023",Washington Nationals (5) @ San Diego Padres (5),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Sunday, June 25, 2023",Arizona D'Backs (7) @ San Francisco Giants (7),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Sunday, June 25, 2023",Chicago Cubs (7) @ St. Louis Cardinals (3),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Sunday, June 25, 2023",Kansas City Royals (3) @ Tampa Bay Rays (12),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Sunday, June 25, 2023",Oakland Athletics (12) @ Toronto Blue Jays (2),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Monday, June 26, 2023",Chicago White Sox (2) @ Los Angeles Angels (4),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Monday, June 26, 2023",Minnesota Twins (4) @ Atlanta Braves (10),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Monday, June 26, 2023",Cincinnati Reds (10) @ Baltimore Orioles (2),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Monday, June 26, 2023",Milwaukee Brewers (8) @ New York Mets (8),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Monday, June 26, 2023",Washington Nationals (8) @ Seattle Mariners (7),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Monday, June 26, 2023",Detroit Tigers (4) @ Texas Rangers (4),https://www.baseball-reference.com/teams/DET/2023.shtml
"Tuesday, June 27, 2023",Chicago White Sox (4) @ Los Angeles Angels (8),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Tuesday, June 27, 2023",Tampa Bay Rays (8) @ Arizona D'Backs (6),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Tuesday, June 27, 2023",Minnesota Twins (6) @ Atlanta Braves (3),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Tuesday, June 27, 2023",Cincinnati Reds (10) @ Baltimore Orioles (10),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Tuesday, June 27, 2023",Miami Marlins (5) @ Boston Red Sox (5),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Tuesday, June 27, 2023",Philadelphia Phillies (5) @ Chicago Cubs (5),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Tuesday, June 27, 2023",Los Angeles Dodgers (2) @ Colorado Rockies (2),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Tuesday, June 27, 2023",Cleveland Guardians (7) @ Kansas City Royals (7),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Tuesday, June 27, 2023",Milwaukee Brewers (7) @ New York Mets (2),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Tuesday, June 27, 2023",New York Yankees (2) @ Oakland Athletics (9),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Tuesday, June 27, 2023",San Diego Padres (9) @ Pittsburgh Pirates (7),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Tuesday, June 27, 2023",Washington Nationals (4) @ Seattle Mariners (4),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Tuesday, June 27, 2023",Houston Astros (4) @ St. Louis Cardinals (8),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Tuesday, June 27, 2023",Detroit Tigers (8) @ Texas Rangers (3),https://www.baseball-reference.com/teams/DET/2023.shtml
"Tuesday, June 27, 2023",San Francisco Giants (11) @ Toronto Blue Jays (11),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Wednesday, June 28, 2023",Chicago White Sox (3) @ Los Angeles Angels (3),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Wednesday, June 28, 2023",Tampa Bay Rays (3) @ Arizona D'Backs (3),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Wednesday, June 28, 2023",Minnesota Twins (3) @ Atlanta Braves (11),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Wednesday, June 28, 2023",Cincinnati Reds (6) @ Baltimore Orioles (6),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Wednesday, June 28, 2023",Miami Marlins (8) @ Boston Red Sox (8),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Wednesday, June 28, 2023",Philadelphia Phillies (9) @ Chicago Cubs (9),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Wednesday, June 28, 2023",Los Angeles Dodgers (9) @ Colorado Rockies (14),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Wednesday, June 28, 2023",Cleveland Guardians (5) @ Kansas City Royals (5),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Wednesday, June 28, 2023",Milwaukee Brewers (11) @ New York Mets (11),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Wednesday, June 28, 2023",New York Yankees (7) @ Oakland Athletics (7),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Wednesday, June 28, 2023",San Diego Padres (7) @ Pittsburgh Pirates (4),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Wednesday, June 28, 2023",Washington Nationals (10) @ Seattle Mariners (10),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Wednesday, June 28, 2023",Houston Astros (10) @ St. Louis Cardinals (10),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Wednesday, June 28, 2023",Detroit Tigers (10) @ Texas Rangers (6),https://www.baseball-reference.com/teams/DET/2023.shtml
"Wednesday, June 28, 2023",San Francisco Giants (6) @ Toronto Blue Jays (9),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Thursday, June 29, 2023",Chicago White Sox (6) @ Los Angeles Angels (6),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Thursday, June 29, 2023",Tampa Bay Rays (2) @ Arizona D'Backs (2),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Thursday, June 29, 2023",Miami Marlins (3) @ Boston Red Sox (3),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Thursday, June 29, 2023",Philadelphia Phillies (14) @ Chicago Cubs (14),https://www.baseball-reference.com/teams/PHI/2023.shtml
"Thursday, June 29, 2023",Los Angeles Dodgers (4) @ Colorado Rockies (4),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Thursday, June 29, 2023",Cleveland Guardians (4) @ Kansas City Royals (3),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Thursday, June 29, 2023",Milwaukee Brewers (10) @ New York Mets (10),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Thursday, June 29, 2023",New York Yankees (5) @ Oakland Athletics (5),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Thursday, June 29, 2023",San Diego Padres (5) @ Pittsburgh Pirates (14),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Thursday, June 29, 2023",Houston Astros (8) @ St. Louis Cardinals (8),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Thursday, June 29, 2023",Detroit Tigers (2) @ Texas Rangers (2),https://www.baseball-reference.com/teams/DET/2023.shtml
"Thursday, June 29, 2023",San Francisco Giants (2) @ Toronto Blue Jays (6),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Friday, June 30, 2023",Arizona D'Backs (16) @ Los Angeles Angels (16),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Friday, June 30, 2023",Miami Marlins (16) @ Atlanta Braves (8),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Friday, June 30, 2023",Minnesota Twins (10) @ Baltimore Orioles (10),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Friday, June 30, 2023",Cleveland Guardians (10) @ Chicago Cubs (7),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Friday, June 30, 2023",San Diego Padres (7) @ Cincinnati Reds (8),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Friday, June 30, 2023",Detroit Tigers (8) @ Colorado Rockies (9),https://www.baseball-reference.com/teams/DET/2023.shtml
"Friday, June 30, 2023",Los Angeles Dodgers (5) @ Kansas City Royals (5),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Friday, June 30, 2023",San Francisco Giants (7) @ New York Mets (7),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Friday, June 30, 2023",Chicago White Sox (7) @ Oakland Athletics (2),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Friday, June 30, 2023",Washington Nationals (8) @ Philadelphia Phillies (8),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Friday, June 30, 2023",Milwaukee Brewers (8) @ Pittsburgh Pirates (15),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Friday, June 30, 2023",Tampa Bay Rays (5) @ Seattle Mariners (5),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Friday, June 30, 2023",Houston Astros (5) @ Texas Rangers (5),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Friday, June 30, 2023",Boston Red Sox (3) @ Toronto Blue Jays (3),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Saturday, July 1, 2023",Arizona D'Backs (7) @ Los Angeles Angels (7),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Saturday, July 1, 2023",Miami Marlins (7) @ Atlanta Braves (1),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Saturday, July 1, 2023",Minnesota Twins (6) @ Baltimore Orioles (6),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Saturday, July 1, 2023",Cleveland Guardians (12) @ Chicago Cubs (12),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Saturday, July 1, 2023",San Diego Padres (4) @ Cincinnati Reds (4),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Saturday, July 1, 2023",Detroit Tigers (6) @ Colorado Rockies (6),https://www.baseball-reference.com/teams/DET/2023.shtml
"Saturday, July 1, 2023",Los Angeles Dodgers (6) @ Kansas City Royals (4),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Saturday, July 1, 2023",San Francisco Giants (4) @ New York Mets (7),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Saturday, July 1, 2023",Chicago White Sox (7) @ Oakland Athletics (19),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Saturday, July 1, 2023",Washington Nationals (19) @ Philadelphia Phillies (11),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Saturday, July 1, 2023",Milwaukee Brewers (8) @ Pittsburgh Pirates (8),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Saturday, July 1, 2023",Tampa Bay Rays (8) @ Seattle Mariners (11),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Saturday, July 1, 2023",New York Yankees (11) @ St. Louis Cardinals (6),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Saturday, July 1, 2023",New York Yankees (5) @ St. Louis Cardinals (5),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Saturday, July 1, 2023",Houston Astros (5) @ Texas Rangers (7),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Saturday, July 1, 2023",Boston Red Sox (5) @ Toronto Blue Jays (5),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Sunday, July 2, 2023",Arizona D'Backs (5) @ Los Angeles Angels (6),https://www.baseball-reference.com/teams/ARI/2023.shtml
"Sunday, July 2, 2023",Miami Marlins (6) @ Atlanta Braves (2),https://www.baseball-reference.com/teams/MIA/2023.shtml
"Sunday, July 2, 2023",Minnesota Twins (2) @ Baltimore Orioles (8),https://www.baseball-reference.com/teams/MIN/2023.shtml
"Sunday, July 2, 2023",Cleveland Guardians (4) @ Chicago Cubs (4),https://www.baseball-reference.com/teams/CLE/2023.shtml
"Sunday, July 2, 2023",San Diego Padres (4) @ Cincinnati Reds (14),https://www.baseball-reference.com/teams/SDP/2023.shtml
"Sunday, July 2, 2023",Detroit Tigers (9) @ Colorado Rockies (9),https://www.baseball-reference.com/teams/DET/2023.shtml
"Sunday, July 2, 2023",Los Angeles Dodgers (9) @ Kansas City Royals (8),https://www.baseball-reference.com/teams/LAD/2023.shtml
"Sunday, July 2, 2023",San Francisco Giants (8) @ New York Mets (8),https://www.baseball-reference.com/teams/SFG/2023.shtml
"Sunday, July 2, 2023",Chicago White Sox (5) @ Oakland Athletics (5),https://www.baseball-reference.com/teams/CHW/2023.shtml
"Sunday, July 2, 2023",Washington Nationals (6) @ Philadelphia Phillies (6),https://www.baseball-reference.com/teams/WSN/2023.shtml
"Sunday, July 2, 2023",Milwaukee Brewers (7) @ Pittsburgh Pirates (7),https://www.baseball-reference.com/teams/MIL/2023.shtml
"Sunday, July 2, 2023",Tampa Bay Rays (7) @ Seattle Mariners (5),https://www.baseball-reference.com/teams/TBR/2023.shtml
"Sunday, July 2, 2023",New York Yankees (5) @ St. Louis Cardinals (5),https://www.baseball-reference.com/teams/NYY/2023.shtml
"Sunday, July 2, 2023",Houston Astros (5) @ Texas Rangers (5),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Sunday, July 2, 2023",Boston Red Sox (4) @ Toronto Blue Jays (4),https://www.baseball-reference.com/teams/BOS/2023.shtml
"Monday, July 3, 2023",Atlanta Braves (5) @ Cleveland Guardians (5),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Monday, July 3, 2023",Pittsburgh Pirates (5) @ Los Angeles Dodgers (5),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Monday, July 3, 2023",St. Louis Cardinals (5) @ Miami Marlins (8),https://www.baseball-reference.com/teams/STL/2023.shtml
"Monday, July 3, 2023",Chicago Cubs (8) @ Milwaukee Brewers (8),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Monday, July 3, 2023",Kansas City Royals (8) @ Minnesota Twins (6),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Monday, July 3, 2023",Baltimore Orioles (6) @ New York Yankees (10),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Monday, July 3, 2023",Los Angeles Angels (10) @ San Diego Padres (6),https://www.baseball-reference.com/teams/LAA/2023.shtml
"Monday, July 3, 2023",Seattle Mariners (12) @ San Francisco Giants (12),https://www.baseball-reference.com/teams/SEA/2023.shtml
"Monday, July 3, 2023",Houston Astros (3) @ Texas Rangers (3),https://www.baseball-reference.com/teams/HOU/2023.shtml
"Monday, July 3, 2023",Cincinnati Reds (8) @ Washington Nationals (8),https://www.baseball-reference.com/teams/CIN/2023.shtml
"Tuesday, July 4, 2023",New York Mets (6) @ Arizona D'Backs (6),https://www.baseball-reference.com/teams/NYM/2023.shtml
"Tuesday, July 4, 2023",Texas Rangers (4) @ Boston Red Sox (4),https://www.baseball-reference.com/teams/TEX/2023.shtml
"Tuesday, July 4, 2023",Toronto Blue Jays (6) @ Chicago White Sox (6),https://www.baseball-reference.com/teams/TOR/2023.shtml
"Tuesday, July 4, 2023",Atlanta Braves (6) @ Cleveland Guardians (1),https://www.baseball-reference.com/teams/ATL/2023.shtml
"Tuesday, July 4, 2023",Oakland Athletics (4) @ Detroit Tigers (4),https://www.baseball-reference.com/teams/OAK/2023.shtml
"Tuesday, July 4, 2023",Colorado Rockies (4) @ Houston Astros (9),https://www.baseball-reference.com/teams/COL/2023.shtml
"Tuesday, July 4, 2023",Pittsburgh Pirates (15) @ Los Angeles Dodgers (15),https://www.baseball-reference.com/teams/PIT/2023.shtml
"Tuesday, July 4, 2023",St. Louis Cardinals (15) @ Miami Marlins (7),https://www.baseball-reference.com/teams/STL/2023.shtml
"Tuesday, July 4, 2023",Chicago Cubs (9) @ Milwaukee Brewers (9),https://www.baseball-reference.com/teams/CHC/2023.shtml
"Tuesday, July 4, 2023",Kansas City Royals (9) @ Minnesota Twins (8),https://www.baseball-reference.com/teams/KCR/2023.shtml
"Tuesday, July 4, 2023",Baltimore Orioles (8) @ New York Yankees (8),https://www.baseball-reference.com/teams/BAL/2023.shtml
"Tuesday, July 4, 2023",Los Angeles Angels (8) @ San Diego Padres (6),https://www.baseball-reference.com/teams/LAA/2023.shtml
